tweet_id,tweet_time,tweet_text,location,retweets
1450610408511967232,2021-10-19 23:50:47,"@jurado2024 @RealHousewifeMi @lyndaPT72 @mimimcg07 It's not done this way for marketing. It's done this way because IF there is an FDA approved vaccine AVAILABLE by law they have to use it INSTEAD of any vaccine still under EUA. Meaning IF Comirnaty  was available, they can't use J&amp;J, Moderna or Pfizer BioNTech.","Indiana, USA",0
1450584321207775232,2021-10-19 22:07:07,@TheMerMers @J_Banks48 Except the The Covid vaccine is completely different from children’s vaccinations the children vaccines actually prevent the disease the Covid vaccination doesn’t do a damn thing. I lost 2 Fully vaccinated family members,"Mississippi, USA",0
1450535312350875652,2021-10-19 18:52:22,"@sirfundip @J_Banks48 No other ‘vaccine’ in history has had the number of adverse incidents as these experimental shots.  Check out the CDC VAERS reports - look at the reported numbers of deaths, would never have made approval.  And it is everyone’s personal choice &amp; right. Wake up!!#StoptheMandate","Washington, USA",0
1450525315751563264,2021-10-19 18:12:39,"I ♥️ U, Lyons!#vaccine#postpandemic #katonah @ Katonah, New York https://t.co/8HLYgbdqP8","Katonah, NY",0
1450514451082399747,2021-10-19 17:29:29,"@WarTime4Carl @billritter7 Because it’s a 2 shot vaccine, J &amp; J is 1","Garden City, NY",0
1450501596555657218,2021-10-19 16:38:24,"😂🤦🏼‍♂️Nets’ Kyrie Irving spends COVID vaccine holdout playing football in N.J., report says https://t.co/V9B17dUdMY @CelliniNick","Miami, FL",0
1450491523926265860,2021-10-19 15:58:22,"Pretty big: Federal regulators are expected to authorize the so-called ""mixing and matching"" of COVID-19 booster shots this week. It'll likely happen along with the authorization for boosters of the Moderna and J&amp;J shots. https://t.co/Qb4hIYjdr6","Apple Valley, OH",0
1450490617809747976,2021-10-19 15:54:46,"@pitt082303 @dakotanews_now No, if you got J&amp;J you’re better off with a booster from an mRNA vaccine than a J&amp;J. But another J&amp;J is still better than nothing. But if you got 2 mRNA vaccines the booster can be with either mRNA vaccines","Sioux Falls, SD",0
1450480120452501509,2021-10-19 15:13:03,"@dth1971 The boosters are only given months apart and only on certain people, but it seems the person can choose another vaccine brand and not the same one they got first.  This would be for the one shot J&amp;J recipients if I'm not mistaken...  But the #FDA believes that is OK to switch it.","Poinciana, FL",0
1450479977909129219,2021-10-19 15:12:30,"@TheView -pet peeve: PLEASE stop saying “double vaxxed” or “triple vaxxed”. How about just FULLY vaxxed. I’ve had 3 shots (already had the booster cause I have an autoimmune disease) but what if you got the J&amp;J vaccine?I would be upset, like what about us? Just sayin.","Ohio, USA",0
1450465006458396688,2021-10-19 14:13:00,I remember they was like “J&amp;J THE ONE AND DONE COVID VACCINE!!” 💀💀💀💀 LMFAOOOO bro why y’all so easily fooled?,"Missouri City, TX",0
1450443325320925185,2021-10-19 12:46:51,"@FatElvis04 @user47 @petchmo Is 8G J&amp;J, Pfizer, Moderna, and pro vaccine? If so, mix and match is coming soon!","Kansas City, MO",0
1450299117738119170,2021-10-19 03:13:49,@matthewjdowd Since the 1976 swine flu vaccine I've never received another yearly shot. Had side effects. I've caught the flu 2x since. Have you ever caught the flu after being vaccinated? Was contemplating receiving one this year along with my 2nd dose of the J &amp; J.,"West Palm Beach, FL",0
1450293056452890630,2021-10-19 02:49:44,"@j_coff You really are adamant about comparing military conscription to receiving a vaccine, huh. Alas Ali was an independent contractor as opposed to an employee so you’re witty game of “What about …” may not hold up.","Manhattan, NY",0
1450286227714887685,2021-10-19 02:22:36,@RyanDeMarco @Cpaul_J @NicoleAuerbach He literally stated he’s not playing or getting vaccinated because people are losing their jobs over the vaccine. Do you watch sport news at all?,"Indianapolis, IN",0
1450266879730204674,2021-10-19 01:05:43,@Out5p0ken Got the J&amp;J. Not likely to get a booster. I am recovered from having it and got the vaccine about six months later. The vaccine really was my booster,"Santa Fe, NM",0
1450262353019383809,2021-10-19 00:47:44,"Ok so I’m pretty sure my TV is listeningWas just stressing out to @mcwm about which booster to get as someone who got J&amp;J, and all of the sudden @DrLeanaWen appeared on AC360 and said she, as someone who got J&amp;J, is getting an mRNA vaccine when she can. Thank you, Dr. Wen :) https://t.co/COckSxR9AG","Brooklyn, NY",3
1450252498418208770,2021-10-19 00:08:34,@MeelzTV @CeeHawk Would than make Kurt Angle the J&amp;J vaccine?,"Naugatuck, CT",0
