tweet_id,tweet_time,tweet_text,location,retweets
1450608131118075904,2021-10-19 23:41:44,"@TheMerMers If you have taken the experimental, gene altering shots, how will someone not taking them be a danger to you or those like you?If they are a danger then what is the point of taking them?Why is OSHA telling companies to ignore the requirement to report ""vaccine"" side effects?","Fort Lauderdale, FL",0
1450596741770739716,2021-10-19 22:56:28,OSHA Will Not Make Employers Record Worker Side Effects from Forced COVID Vaccine via @WestJournalism https://t.co/lUdvjYhsjJ,"Campbell, CA",0
1450593752867917825,2021-10-19 22:44:36,@WVSenatePres  I heard you speak about your concerns about having a side effect from the Covid vaccine.I too had an accident that required me to have major surgery and an extended period of Rehab. I experienced no side effects from my Covid vaccine. Correlation is not causation.,"Dunbar, WV",0
1450584219906945030,2021-10-19 22:06:43,@ThompsonScribe Recovering from vaccine side effects 😂,"Wisconsin, USA",0
1450582103108771843,2021-10-19 21:58:18,@goldencell @yoamnycruz Pharma biggest lobby in DC. Provides that no vaccine manufacturer shall be liable in a civil action for damages arising from a vaccine-related injury or death: (1) resulting from unavoidable side effects; or (2) solely due to the manufacturer's failure to provide direct warnings. https://t.co/Dlg7kPnZko,"Collierville, TN",0
1450576640208211970,2021-10-19 21:36:36,"@bea_corrine @altspookybish my dad had  bad side effects from it, but i know at least two people who have had side effects from each of them. i feel like there’s risk with any new medication or vaccine. i didn’t wanna get any of them tbh but i wanted to go to a festival more than i didnt want the vax 😂","Louisville, KY",0
1450575838274015237,2021-10-19 21:33:24,"@TheOneN0nly @ayodrock Vaccine side effects are listed on CDC, but of course you don’t believe anything they say. So if you don’t trust any governmental statistics, how do you suppose we make policy? Just based on what lawmakers have experienced in their daily lives? Sounds extremely anti-science.","Norfolk, VA",0
1450491419009773585,2021-10-19 15:57:57,Having lupus means the side effects of the second covid vaccine are no different than your every day pain 😂🤷🏻‍♀️ I was preparing to be miserable today but I literally feel the exact same body aches I experience every day.,"San Ramon, CA",0
1450457932634624000,2021-10-19 13:44:54,"@therecount Vaccines are bad for you but you would prefer to catch a deadly virus possibly die and side effects to get immune when a vaccine that can save your life or do the same thing your looking for from your own understanding of the vaccine ,  SHOOT YOURSELF HE HAS A GUN. it’s the same","American Canyon, CA",0
1450300876678209546,2021-10-19 03:20:48,"@FearThePegasus I took the vaccine before it was FDA approved. I literally do not care. Medical professionals recommended it, so i took it. I have no side effects and i can go to things and keep my job. I’m solid.","Scotch Plains, NJ",0
1450299117738119170,2021-10-19 03:13:49,@matthewjdowd Since the 1976 swine flu vaccine I've never received another yearly shot. Had side effects. I've caught the flu 2x since. Have you ever caught the flu after being vaccinated? Was contemplating receiving one this year along with my 2nd dose of the J &amp; J.,"West Palm Beach, FL",0
