tweet_id,tweet_time,tweet_text,location,retweets
1442634437452128257,2021-09-27 23:37:07,Moderna vs. Pfizer: Is There a “Best” mRNA Vaccine? | The Scientist Magazine® https://t.co/LLIjjlVfNF,"Holtville, CA",0
1442631217535496193,2021-09-27 23:24:19,After you get the Pfizer vaccine and feel better wear a black bandana like this in support of the survivors.,"Manhattan, KS",0
1442622642457042956,2021-09-27 22:50:15,Go get your Pfizer covid 19 vaccine shot right now. I did and I've never felt better in my life the fight is over. I won.,"Manhattan, KS",0
1442616587324899334,2021-09-27 22:26:11,"Pfizer needs to develop a smokable vaccine, and distribute it in meth around the country. We'd hit a vaccination rate of 90% in a week.","Albuquerque, NM",0
1442595479422963712,2021-09-27 21:02:19,"The governor also touched on #vaccine booster shots, explaining that #Virginia is following the FDA and CDC guidelines.  That means only specific people who got the #Pfizer version should look for a booster right now. @GovernorVA goes into more detail about who needs one here. https://t.co/AB87JzEC2T","Martinsville, VA",0
1442585734578384896,2021-09-27 20:23:35,#covid booster dose  Vaccine ✔️When you work in the public there is no reason to take changes! #pfizer #covidvaccine #marshallcountyhealthdepartment #marshallcountyfairgrounds @ West Virginia https://t.co/KKUL88VQwY,"West Virginia, USA",0
1442579755023233027,2021-09-27 19:59:50,"Maryland - So if I’m reading this right, ANYONE can fill-in whatever at a pharmacy department to “self-certify” themself and get the Pfizer booster shot 🤔 Source: https://t.co/hXc2q6zyGB https://t.co/QffEtTFMfk","North Bethesda, MD",1
1442578469934837764,2021-09-27 19:54:43,"Got my Pfizer booster vax today, if you had the Pfizer shot and your last dose was more then six months ago you are eligible for the Pfizer booster. NYC vaccine centers are distributing the Pfizer boosters, apts are really easy to get. https://t.co/VRGqrItiyL","Brooklyn, NY",0
1442573859186741250,2021-09-27 19:36:24,Faculty Eligible for Pfizer Vaccine Booster  https://t.co/QC0cLK9Lxe,"St Paul, MN",0
1442570657821179904,2021-09-27 19:23:41,I just got my booster shot! #Pfizer #pfizerbooster #COVID19 #boostershot #vaccine #VaccinesWork #VaccinesSaveLives #youcantspellpfizerwithoutfire,Long Beach City College/Pacific Coast Campus,0
1442567803140075533,2021-09-27 19:12:20,"@sergio59380974 Why? They don’t get vaccinated they infect the rest of us! Remember, children can’t be vaccinated yet. Pfizer just said their vaccine is good for 5 to 12-year-olds, but I don’t know if it’s approved. And what about under five? EVERYONE Who wants a vaccine should get one.","Fresno, CA",0
1442565537230381058,2021-09-27 19:03:20,"I am TRIPLE Vaxxed! I called my MD bc I am very rundown on this liquid diet, so she told me to come over for fluids &amp; get the 3rd  Pfizer Covid vaccine 💉! I feel better already ☺️This kitty cat 🐈‍⬛ was visiting me. https://t.co/eTeDPRpCNv","Dallas, TX",2
1442564983921909764,2021-09-27 19:01:08,Q&amp;A from @AZDHS on #pfizerbooster https://t.co/W6oQXzFneM,"Phoenix, AZ",0
1442557282068226058,2021-09-27 18:30:32,It’s done. I got my Pfizer booster vaccine and my flu shot! Waiting 10 minutes to see if I develop X-Ray vision or can hear nuclear coded messages.,"Las Cruces, NM",0
1442553271852453891,2021-09-27 18:14:36,Williamson County Health Department to offer booster doses of Pfizer vaccine,"Spring Hill, TN",0
1442552415392198661,2021-09-27 18:11:11,"This poor man got the Pfizer vaccine yesterday, and now look at him. Please be safe!!!!!!! https://t.co/ILUNdoZupc","Portland, OR",0
1442550654002769922,2021-09-27 18:04:11,Got my @pfizer vaccine today in #Asheville. Thank you @POTUS https://t.co/v4vhSgqXv9,"Asheville, NC",0
1442548163697545217,2021-09-27 17:54:18,"Abbott uses TEXANS taxed monies to purchase regeneron even though the third Pfizer vaccine is free.... WTH, mismanaged funds on behalf of political aspirations is a Texas felonious act. https://t.co/NvBVoRM9iD https://t.co/kDs5aZNrQl","La Marque, TX",0
1442544801426165760,2021-09-27 17:40:56,COVID-19 vaccine booster shot = ✅Here are the eligibility requirements (Pfizer only for now): https://t.co/HCgZy6F5RU https://t.co/dvPS283odi,"Walker, MI",0
1442544399548776454,2021-09-27 17:39:20,"#NYC Veterans: If you are an eligible Veteran 65 years or older who received their 2nd #pfizer #COVID19 vaccine at least six months ago, call 1-877-877-9267 to schedule your appointment to receive your 3rd booster dose! 💉🇺🇸#nycveterans #covidvacccine https://t.co/6ghJHLLMLc","Manhattan, NY",12
1442541005929160706,2021-09-27 17:25:51,"Third Pfizer COVID Vaccine/Booster in my left arm, Flu Vaccine in my right. 11 minutes and 22 seconds remain until my testicles swell and I am rendered impotent. #BoosterShots https://t.co/NwPCQwl00l",CVS pharmacy,0
