tweet_id,tweet_time,tweet_text,location,retweets
1449119620787490817,2021-10-15 21:06:55,"@joshnathankazis Why doesn’t the FDA approve J&amp;J vaccine for boosters and our children??? They certainly had no qualms pushing through Pfizer despite myocarditis, pulmonary emboli, loss of menses, breakthrough Covid cases","Mineola, NY",0
1449118241515839494,2021-10-15 21:01:26,"@joshnathankazis Why is the FDA so slow to approve the J&amp;J Covid vaccine for children and booster. This is the only vaccine of the 3 that is traditional, has less adverse affects, less break through COVID. WHY ARE WE NOT QUESTIONING THE FDAs RAPID APPROVAL OF PFIZER???","Mineola, NY",0
1449117967896219651,2021-10-15 21:00:21,"SHOCK VIDEO: Pfizer Scientist admits Pfizer Covid vaccine ""just doesn't ... https://t.co/s5gcaPk0Ha via @YouTube The vaxx didnt work “who cares?” Says Pfizer scientist","Marlborough, MA",0
1449095973691662343,2021-10-15 19:32:57,@tmprowell Thanks for update on #CovidVaccines booster shots. Wondering when we will see data on vaccines mix &amp; match that Fauci mentioned a few weeks ago &amp; some rumors that J&amp;J recipients should be boosted with mRNA vaccine. I have pt who got Sinovac in DR &amp; now getting Pfizer booster,"Manhattan, NY",0
1449069896852246529,2021-10-15 17:49:20,My job is requiring us to get the vaccine soon and I don’t want to but I think I’m going with the J&amp;J vaccine. I don’t trust moderna or Pfizer.,"Georgia, USA",0
1449066623298535435,2021-10-15 17:36:20,"#BREAKING @US_FDA vaccine panel votes unanimously to approve @JNJNews booster for everyone who got the J&amp;J shot. All adults eligible, vs. just 65+ /high risk groups eligibility for @pfizer &amp; @moderna_tx boosters @KTVU https://t.co/SW9LHmIxzE","Oakland, CA",4
1449064857295228929,2021-10-15 17:29:18,"Think back Pfiser screwed Trump, they had a safe vaccine in late September, held back announcement till after election, Trump held no Pfiser stock, Biden got huge campaign funding from pharmaceutical companies, and has given Pfizer most of vaccine orders, at $39/dose https://t.co/7nzmniCjIe","Pleasanton, CA",0
1449061551026155520,2021-10-15 17:16:10,3rd Pfizer vaccine 💉booster done!,"Newark, NY",0
1449060188342915072,2021-10-15 17:10:45,Immune responses from #Pfizer and #Moderna vaccines peak early and wane over 8 months. #JandJ vaccine peaks lower and wanes over 8 months. @NEJM.,"Newark, NJ",0
1449057514209693697,2021-10-15 17:00:08,"I am a part of Pfizer’s vaccine trial for over a year now.When I see a go fund me for someone who died of Covid because they refused to vaccinate, I can’t, and won’t contribute. I did my part.Does that make me an asshole?","Huntington Beach, CA",0
1449050619197730829,2021-10-15 16:32:44,"I proudly received my 3rd pfizer booster for covid on Wednesday.My arm was really sore yesterday &amp; I felt like I had the flu, but feeling much better today, like myself. So to anyone who is vaccine hesitant or thinking about their covid booster, go for it, piece of cake! https://t.co/LXA1AaVNXo","Winter Springs, FL",0
1449042963603001347,2021-10-15 16:02:19,"""Vaccination this Weekend, October 16 and  17. At AUA, 2nd doses of the COVID-19 Pfizer vaccine will be administered to adults and children. No 1st doses of Pfizer this weekend.MPCC will be opened Saturday from 9am to 3pmVaccines available: AstraZenecaJandJ Sinopharm""","Bronx, NY",0
1449034712698208259,2021-10-15 15:29:31,There will be a COVID-19 vaccine clinic held at each of our 3 campuses next week.  This is open to anyone needing your first or second dose of the Pfizer vaccine.#InspiredEquippedReadytoWork #NLTCC https://t.co/sgmjGqIXvb,"Louisiana, USA",1
1449026694765899788,2021-10-15 14:57:40,"As an @FDA advisory panel discusses whether to recommend #JohnsonJohnson #COVID19 booster doses, new research suggests the one-shot vaccine produces a more durable immune response than the #Pfizer &amp; #Moderna shots, which have been found to wane over timehttps://t.co/2hf6AmJkeO","Pleasanton, CA",1
1448972566786416683,2021-10-15 11:22:35,"I am grateful to have gotten my annual flu shot with my COVID-19 booster this morning, knowing full well that the vaccine is not accessible to everyone. My sincere hope is for that to change. Soon. Be safe and stay well, friends. #Pfizer #thanksscience #GetVaccinated ✌🏼","Belmont, MI",0
1448952731650170887,2021-10-15 10:03:46,TODAY: an FDA advisory committee will vote on booster shots for the J &amp; J vaccine. Will they allow people to mix with Pfizer or Moderna? #abc7NY https://t.co/yXIdRywxf0,Brooklyn Army Terminal Covid Test Site,2
1448883932976537614,2021-10-15 05:30:23,2nd shot Pfizer vaccine!#DoubleFullyVaxxed #Pfizer #AstraZeneca #4th https://t.co/cz0bMU4bIE,CVS pharmacy,0
1448860546636394519,2021-10-15 03:57:27,"After my ALF shift, got to @Walgreens for my @pfizer @BioNTech_Group covid booster vaccine on my left (1st pic). And flu shot on the right. Then hitting the road for my volleyball announcer gig. https://t.co/l4wbQHP3zK","Port Charlotte, FL",0
1448849682789249057,2021-10-15 03:14:17,"@HighWireTalk I had the Pfizer vaccine, both of them, in May. I have  not had ANY side effects, none! Oh and by the way, I’m a Republican. Any vaccine can have side effects, including the Flu 🤒 vaccine 💉, which is required for any children going from infant care, through all grade schools!","North Plainfield, NJ",1
1448827374435323907,2021-10-15 01:45:38,@evangelinaviniegra Pfizer 3rd done done ✅ with the latest flu shot 💉Hopefully Moderna and the rest gets approved for booster soon. #vaccine #covidvacccine #pfizer @ CVS Pharmacy https://t.co/K5gPg25wv6,"San Diego, CA",0
